Contract_Name,Function,Address,RTT,Gas_Used,Gas_Price,Transacction_Fee,Date
Market,createCustomSLA,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,68.9537148475647,3247218,1194694259,0.003879432702321462,2024-03-18 13:24:28.258634
Market,createCustomSLA,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,15.464483737945557,3247218,1123493175,0.00364822726073715,2024-03-18 13:28:16.749473
Market,createCustomSLA,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,18.061633586883545,3247218,1123754833,0.003649076921304594,2024-03-18 13:28:51.082603
Market,createCustomSLA,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,8.361347436904907,3247218,1123210570,0.00364730958069426,2024-03-18 13:29:15.404897
Market,createCustomSLA,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,7.22088623046875,3247218,1115512622,0.003622312665385596,2024-03-18 13:29:38.904717
Market,createCustomSLA,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,8.842609405517578,3247218,1116470060,0.00362542167529308,2024-03-18 13:30:03.689232
Market,createCustomSLA,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,7.777736186981201,3247218,1135250501,0.003686405861356218,2024-03-18 13:30:27.410298
Market,createCustomSLA,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,7.194739818572998,3247218,1125148705,0.00365360312755269,2024-03-18 13:30:50.781571
Market,createCustomSLA,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,8.407639026641846,3247218,1115588238,0.003622558207021884,2024-03-18 13:31:15.067306
Market,createCustomSLA,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,8.116983890533447,3247218,1108988990,0.00360112901012982,2024-03-18 13:31:39.328238
Market,createCustomSLA,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,10.787551641464233,3267130,1096083606,0.00358104763167078,2024-03-18 13:41:15.380506
Market,createCustomSLA,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,7.690882205963135,3267130,1090660184,0.00356332860695192,2024-03-18 13:41:39.003358
Market,createCustomSLA,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,43.834182262420654,3267130,1085969360,0.0035480030751368,2024-03-18 13:42:38.837810
Market,createCustomSLA,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,20.856201648712158,3267130,1114710666,0.00364190465820858,2024-03-18 13:43:15.651841
Market,createCustomSLA,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,7.589308261871338,3267130,1124486455,0.00367384343172415,2024-03-18 13:43:39.130952
Market,createCustomSLA,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,7.946877956390381,3267130,1122888513,0.00366862274747769,2024-03-18 13:44:02.953904
Market,createCustomSLA,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,20.401343822479248,3267130,1114793264,0.00364217451661232,2024-03-18 13:44:39.445022
Market,createCustomSLA,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,7.79703688621521,3267130,1100812844,0.00359649866701772,2024-03-18 13:45:03.175125
Market,createCustomSLA,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,33.352942943573,3267130,1093603850,0.0035729459464505,2024-03-18 13:45:52.419484
Market,createCustomSLA,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,6.550812005996704,3267130,1109148401,0.00362373201535913,2024-03-18 13:46:15.213842
Market,createCustomSLA,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,2.341381549835205,3267094,1000000015,0.00326709404900641,2024-03-20 13:14:26.378244
Market,createCustomSLA,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,6.499977350234985,3267094,1000000014,0.003267094045739316,2024-03-20 13:43:03.991179
Market,createCustomSLA,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,7.926548480987549,3267094,1027528607,0.003357032546758058,2024-03-21 14:37:49.282422
Market,addProvider,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,7.8008131980896,32065,1101398219,3.5316333892235e-05,2024-03-18 13:46:38.957962
Market,addProvider,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,19.7138192653656,32065,1094315783,3.5089235581895e-05,2024-03-18 13:49:03.016840
Market,addProvider,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,31.703371286392212,32065,1088559997,3.4904676303805e-05,2024-03-18 13:49:50.724215
Market,addProvider,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,9.660468578338623,32065,1090040097,3.4952135710305e-05,2024-03-18 13:50:16.527321
Market,addProvider,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,8.169479370117188,32065,1092450361,3.5029420825465e-05,2024-03-18 13:50:40.606415
Market,addProvider,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,6.6313393115997314,32065,1095296368,3.512067803992e-05,2024-03-18 13:51:03.235534
Market,addProvider,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,20.670732736587524,32065,1105135344,3.543616480536e-05,2024-03-18 13:51:39.797773
Market,addProvider,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,8.2942476272583,32065,1101761459,3.5327981182835e-05,2024-03-18 13:52:03.956779
Market,addProvider,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,19.195605039596558,32065,1103754874,3.539190003481e-05,2024-03-18 13:52:39.030095
Market,addProvider,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,8.106046915054321,32065,1094159428,3.508422205882e-05,2024-03-18 13:53:03.008884
Market,addProvider,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,33.02445960044861,32065,1088239679,3.4894405307135e-05,2024-03-18 13:53:52.103076
Market,addProvider,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,7.061781644821167,32065,1078665586,3.458741201509e-05,2024-03-18 13:54:15.089337
Market,addProvider,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,8.066998720169067,32065,1056732111,3.3884115139215e-05,2024-03-18 13:54:39.164176
Market,addProvider,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,8.11584734916687,32065,593165538,1.901985297597e-05,2024-03-18 13:55:03.158961
Market,addProvider,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,7.839525461196899,32065,603227887,1.9342502196655e-05,2024-03-18 13:55:26.917665
Market,addProvider,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,9.454343318939209,32065,621127527,1.9916454153255e-05,2024-03-18 13:55:52.337585
Market,addProvider,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,30.702197551727295,32065,614513993,1.9704391185545e-05,2024-03-18 13:56:39.213642
Market,addProvider,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,7.668190240859985,32065,1097780640,3.52003362216e-05,2024-03-18 13:57:02.773497
Market,addProvider,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,8.402695894241333,32065,612525427,1.9640627816755e-05,2024-03-18 13:57:27.136884
Market,addProvider,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,7.92178750038147,32065,621106457,1.9915778543705e-05,2024-03-18 13:57:51.007455
Auction,bid,0x7ab47B582b50e32646e6D26911Cf2B2c50e8c406,22.475064039230347,39236,1000000014,3.9236000549304e-05,2024-03-19 23:34:14.611662
Auction,bid,0x7ab47B582b50e32646e6D26911Cf2B2c50e8c406,7.3084938526153564,39236,1000000013,3.9236000510068e-05,2024-03-19 23:34:38.073797
Auction,bid,0x7ab47B582b50e32646e6D26911Cf2B2c50e8c406,8.258829593658447,39236,1000000015,3.923600058854e-05,2024-03-19 23:35:02.209570
Auction,bid,0x7ab47B582b50e32646e6D26911Cf2B2c50e8c406,20.996570110321045,39236,1000000014,3.9236000549304e-05,2024-03-19 23:35:39.316068
Auction,bid,0x7ab47B582b50e32646e6D26911Cf2B2c50e8c406,6.802672386169434,39236,1000000014,3.9236000549304e-05,2024-03-19 23:36:01.991202
Auction,bid,0x7ab47B582b50e32646e6D26911Cf2B2c50e8c406,20.10968852043152,39236,1000000013,3.9236000510068e-05,2024-03-19 23:36:38.211227
Auction,bid,0x7ab47B582b50e32646e6D26911Cf2B2c50e8c406,8.41670560836792,39236,1000000013,3.9236000510068e-05,2024-03-19 23:37:02.454714
Auction,bid,0x7ab47B582b50e32646e6D26911Cf2B2c50e8c406,20.600667238235474,39236,1000000013,3.9236000510068e-05,2024-03-19 23:37:39.071858
Auction,bid,0x7ab47B582b50e32646e6D26911Cf2B2c50e8c406,18.78538203239441,39236,1000000014,3.9236000549304e-05,2024-03-19 23:38:13.682941
Auction,bid,0x7ab47B582b50e32646e6D26911Cf2B2c50e8c406,8.85500192642212,39236,1000000015,3.923600058854e-05,2024-03-19 23:38:38.387468
Auction,bid,0x7ab47B582b50e32646e6D26911Cf2B2c50e8c406,31.530540227890015,39236,1000000015,3.923600058854e-05,2024-03-19 23:39:25.964325
Auction,bid,0x7ab47B582b50e32646e6D26911Cf2B2c50e8c406,8.309456586837769,39236,1000000016,3.9236000627776e-05,2024-03-19 23:39:50.158343
Auction,bid,0x7ab47B582b50e32646e6D26911Cf2B2c50e8c406,32.06880497932434,39236,1000000018,3.9236000706248e-05,2024-03-19 23:40:38.064543
Auction,bid,0x7ab47B582b50e32646e6D26911Cf2B2c50e8c406,19.221736907958984,39236,1000000022,3.9236000863192e-05,2024-03-19 23:41:13.773390
Auction,bid,0x7ab47B582b50e32646e6D26911Cf2B2c50e8c406,20.761422395706177,39236,1000000023,3.9236000902428e-05,2024-03-19 23:41:50.444845
Auction,bid,0x7ab47B582b50e32646e6D26911Cf2B2c50e8c406,19.41731286048889,39236,1000000021,3.9236000823956e-05,2024-03-19 23:42:25.712759
Auction,bid,0x7ab47B582b50e32646e6D26911Cf2B2c50e8c406,8.19939136505127,39236,1000000019,3.9236000745484e-05,2024-03-19 23:42:49.798819
Auction,bid,0x7ab47B582b50e32646e6D26911Cf2B2c50e8c406,32.13676190376282,39236,1000000019,3.9236000745484e-05,2024-03-19 23:43:37.768210
Auction,bid,0x7ab47B582b50e32646e6D26911Cf2B2c50e8c406,6.357637882232666,39236,1004168519,3.9399556011484e-05,2024-03-20 08:10:16.774644
Auction,bid,0x7ab47B582b50e32646e6D26911Cf2B2c50e8c406,7.145620107650757,39236,1003987805,3.939246551698e-05,2024-03-20 08:10:39.927457
Auction,bid,0x7ab47B582b50e32646e6D26911Cf2B2c50e8c406,6.595032453536987,93336,1000000549,9.3336051241464e-05,2024-03-20 11:04:51.784905
Auction,bid,0x7a2165d0AC9525c23804e25d34926520873F426A,35.2449312210083,93336,1000000014,9.3336001306704e-05,2024-03-20 12:22:50.782634
Auction,bid,0x01a6464d06f9c53182d803c4D57B4Af14A9DD253,12.007028579711914,93336,1000000020,9.333600186672e-05,2024-03-20 11:48:14.887442
Auction,auctionEnd,0x01a6464d06f9c53182d803c4D57B4Af14A9DD253,4.685011386871338,179345,1000000024,0.00017934500430428,2024-03-20 12:09:02.376115
Market,createCustomSLA,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,10.955561637878418,3267106,1000058961,0.003267298631836866,2024-03-21 15:25:12.680264
Auction,bid,0x21cd7Ea972926Bb496131a2041d01c62F15A5D84,20.041399717330933,93336,1000054848,9.3341119292928e-05,2024-03-21 15:25:49.280708
Auction,auctionEnd,0x21cd7Ea972926Bb496131a2041d01c62F15A5D84,11.278987169265747,179345,1000016578,0.00017934797318141,2024-03-21 15:31:25.660019
Market,createCustomSLA,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,4.334620952606201,3267106,1000000015,0.00326710604900659,2024-03-21 16:36:49.104010
Auction,bid,0xff638Dd85E896F923612153D6A4971A8ae557dcB,19.556301832199097,93336,1000000015,9.333600140004e-05,2024-03-21 16:37:25.207407
Auction,auctionEnd,0xff638Dd85E896F923612153D6A4971A8ae557dcB,7.616823196411133,179345,1000000012,0.00017934500215214,2024-03-21 16:42:48.994173
Market,createCustomSLA,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,8.110546588897705,3267106,1000000011,0.003267106035938166,2024-03-21 16:43:13.036202
Auction,bid,0x74F1a064d38C9e8FB100D83FDbe093534b7f6E4f,7.168604612350464,93336,1000000011,9.3336001026696e-05,2024-03-21 16:43:36.705240
Auction,auctionEnd,0x74F1a064d38C9e8FB100D83FDbe093534b7f6E4f,7.338258504867554,179345,1000000011,0.000179345001972795,2024-03-21 16:49:00.669183
Market,createCustomSLA,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,9.957892656326294,3267106,1000000011,0.003267106035938166,2024-03-21 16:49:26.509332
Auction,bid,0xC3c7646eA31d7ac99E05c67D6E6549590a84b834,6.394437789916992,93336,1000000012,9.3336001120032e-05,2024-03-21 16:49:49.230768
Auction,auctionEnd,0xC3c7646eA31d7ac99E05c67D6E6549590a84b834,7.551565170288086,179345,1000000013,0.000179345002331485,2024-03-21 16:55:13.007091
Market,createCustomSLA,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,8.38113284111023,3267106,1000000013,0.003267106042472378,2024-03-21 16:55:37.247645
Auction,bid,0x8922C226bcBE90adc1ced846076E9e2AA7454c10,7.966285467147827,93336,1000000013,9.3336001213368e-05,2024-03-21 16:56:01.739168
Auction,auctionEnd,0x8922C226bcBE90adc1ced846076E9e2AA7454c10,6.854247570037842,179345,1000000013,0.000179345002331485,2024-03-21 17:01:24.880878
Market,createCustomSLA,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,21.03113627433777,3267106,1000000013,0.003267106042472378,2024-03-21 17:02:01.778635
Auction,bid,0x98C372d549230Ab396E3660b63E514dD4eC3C8CD,7.565326452255249,93336,1000000015,9.333600140004e-05,2024-03-21 17:02:25.687118
Auction,auctionEnd,0x98C372d549230Ab396E3660b63E514dD4eC3C8CD,7.444468021392822,179345,1000000016,0.00017934500286952,2024-03-21 17:07:49.379560
Market,createCustomSLA,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,8.118274450302124,3267106,1000000016,0.003267106052273696,2024-03-21 17:08:13.442059
Auction,bid,0x81A8f888eE759d63D602291147Ff121B65d4a5C7,19.35479736328125,93336,1000000018,9.3336001680048e-05,2024-03-21 17:08:49.559824
Auction,auctionEnd,0x81A8f888eE759d63D602291147Ff121B65d4a5C7,7.279731512069702,179345,1000000014,0.00017934500251083,2024-03-21 17:14:12.970406
Market,createCustomSLA,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,8.3314049243927,3267106,1000000014,0.003267106045739484,2024-03-21 17:14:37.227394
Auction,bid,0xF12A1bE14cf01138432aE6E563cF6C55537ae076,7.60820460319519,93336,1000000014,9.3336001306704e-05,2024-03-21 17:15:01.315465
Auction,auctionEnd,0xF12A1bE14cf01138432aE6E563cF6C55537ae076,7.519683837890625,179345,1000000017,0.000179345003048865,2024-03-21 17:20:25.011736
Market,createCustomSLA,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,20.74066162109375,3267106,1000000016,0.003267106052273696,2024-03-21 17:21:01.623829
Auction,bid,0xEaA2B74966f2Bb41662cc9b6CfEBC0871ee78b6f,6.76561427116394,93336,1000000016,9.3336001493376e-05,2024-03-21 17:21:24.751188
Auction,auctionEnd,0xEaA2B74966f2Bb41662cc9b6CfEBC0871ee78b6f,7.733878135681152,179345,1000000015,0.000179345002690175,2024-03-21 17:26:48.964619
Market,createCustomSLA,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,9.007087469100952,3267106,1000000015,0.00326710604900659,2024-03-21 17:27:13.827809
Auction,bid,0x72bF8892CAC09774483535239b4b62B3d1BC4dDB,7.168769836425781,93336,1000000016,9.3336001493376e-05,2024-03-21 17:27:37.401156
Auction,auctionEnd,0x72bF8892CAC09774483535239b4b62B3d1BC4dDB,19.929675102233887,179345,1000000015,0.000179345002690175,2024-03-21 17:33:13.647341
Market,createCustomSLA,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,9.245622396469116,3267106,1000000014,0.003267106045739484,2024-03-21 17:33:38.855781
Auction,bid,0x5BD140D5A4c2005ca18D8b0A01Ede3Ee09043e6E,6.041706085205078,93336,1000000015,9.333600140004e-05,2024-03-21 17:34:01.536780
Auction,auctionEnd,0x5BD140D5A4c2005ca18D8b0A01Ede3Ee09043e6E,8.693172931671143,179345,1000000012,0.00017934500215214,2024-03-21 17:39:26.557059
Market,createCustomSLA,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,7.118730545043945,3267106,1000000012,0.003267106039205272,2024-03-21 17:39:49.665858
Auction,bid,0x463C6D45f36dD5f04712C7E6eA475Da297cC269F,30.692561149597168,93336,1000000011,9.3336001026696e-05,2024-03-21 17:40:37.068747
Auction,auctionEnd,0x463C6D45f36dD5f04712C7E6eA475Da297cC269F,7.844838380813599,179345,1000000015,0.000179345002690175,2024-03-21 17:46:01.289664
Market,createCustomSLA,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,20.343355178833008,3267106,1000000015,0.00326710604900659,2024-03-21 17:46:37.616373
Auction,bid,0x906cdD30744A4783b42a5c7E1755e3EA6eD6A69d,7.992174386978149,93336,1000000015,9.333600140004e-05,2024-03-21 17:47:02.577845
Market,createCustomSLA,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,2.9930479526519775,3267106,1000000242,0.003267106790639652,2024-03-21 20:45:37.361501
Market,createCustomSLA,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,65.48219585418701,3267106,1000000416,0.003267107359116096,2024-03-21 20:51:39.133121
Auction,bid,0xb2b3353Cc51184f9C15F1b82579315dAF6945ce9,3.6652724742889404,93336,1000000484,9.3336045174624e-05,2024-03-21 20:52:00.833335
Auction,auctionEnd,0xb2b3353Cc51184f9C15F1b82579315dAF6945ce9,19.962759733200073,179345,1000000507,0.000179345090927915,2024-03-21 20:57:37.213530
Market,createCustomSLA,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,7.636888742446899,3267106,1000000491,0.003267107604149046,2024-03-21 20:58:01.022544
Auction,bid,0x9C541A28Ca77A348D6899b62A953438782004a47,7.969116926193237,93336,1000000476,9.3336044427936e-05,2024-03-21 20:58:25.567201
Auction,auctionEnd,0x9C541A28Ca77A348D6899b62A953438782004a47,91.30334305763245,179345,1000000757,0.000179345135764165,2024-03-21 21:05:13.236630
Market,createCustomSLA,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,32.023762702941895,3267106,1000000955,0.00326710912008623,2024-03-21 21:06:01.399405
Auction,bid,0x75e3b2F94B18736BeA5eD4BC04C9DeFCc2334C0f,19.472187995910645,93336,1000001122,9.3336104722992e-05,2024-03-21 21:06:37.297870
Auction,auctionEnd,0x75e3b2F94B18736BeA5eD4BC04C9DeFCc2334C0f,5.656514644622803,179345,1000001036,0.00017934518580142,2024-03-21 21:12:00.812652
Market,createCustomSLA,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,8.39688229560852,3267106,1000001000,0.003267109267106,2024-03-21 21:12:25.237863
Auction,bid,0x0070B67d0212d3D3Cc7bD409159A88ab98FB62FA,31.643340349197388,93336,1000000965,9.333609006924e-05,2024-03-21 21:13:13.329205
Auction,auctionEnd,0x0070B67d0212d3D3Cc7bD409159A88ab98FB62FA,7.416748762130737,179345,1000000733,0.000179345131459885,2024-03-21 21:18:37.128745
Market,createCustomSLA,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,19.884063959121704,3267106,1000000741,0.003267108420925546,2024-03-21 21:19:12.961260
Auction,bid,0x0d8D45Dfa95837E269E6c62eBc75DB560C378638,7.5501463413238525,93336,1000000853,9.3336079615608e-05,2024-03-21 21:19:37.116718
Auction,auctionEnd,0x0d8D45Dfa95837E269E6c62eBc75DB560C378638,7.669127702713013,179345,1000000924,0.00017934516571478,2024-03-21 21:25:01.033226
Market,createCustomSLA,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,57.5819046497345,3267106,1000000929,0.003267109035141474,2024-03-21 21:26:14.579237
Auction,bid,0x4E31635699EF8C2926842b5ba448Dbd7000DB763,5.662139415740967,93336,1000001132,9.3336105656352e-05,2024-03-21 21:26:36.888221
Auction,auctionEnd,0x4E31635699EF8C2926842b5ba448Dbd7000DB763,7.959053039550781,179345,1000001207,0.000179345216469415,2024-03-21 21:32:01.139717
Market,createCustomSLA,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,2.7801945209503174,3267106,1076784388,0.003517968734741128,2024-03-24 18:21:38.656056
Auction,bid,0xd1bc994574470DD1080a67133e97d938385b8Fd0,6.952299356460571,93336,1087013129,0.000101457457408344,2024-03-24 18:22:02.185612
Auction,auctionEnd,0xd1bc994574470DD1080a67133e97d938385b8Fd0,7.358076572418213,179345,1098438364,0.00019699942839158,2024-03-24 18:27:25.843138
Market,addProvider,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,34.52898907661438,32065,803081228,2.575079957582e-05,2024-03-24 19:10:02.376812
Market,addProvider,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,7.763187408447266,32065,798230292,2.559525431298e-05,2024-03-24 19:10:26.654065
Market,addProvider,0x11C2AD05412900B94e113eD40A968eAe31fD28aD,7.183387279510498,32065,796518480,2.55403650612e-05,2024-03-24 19:10:50.281812
